pa,pb,a wins (11-rule),a wins (21-rule),difference
0.73,0.94,0.148515,0.188119,-0.039604
0.73,0.95,0.118812,0.138614,-0.019802
0.73,0.96,0.0990099,0.0891089,0.009901
0.73,0.97,0.0792079,0.0792079,0
0.73,0.98,0.0594059,0.019802,0.0396039
0.73,0.99,0.039604,0.019802,0.019802
0.74,0,1,1,0
0.74,0.01,1,1,0
0.74,0.02,1,0.990099,0.009901
0.74,0.03,1,0.990099,0.009901
0.74,0.04,1,0.990099,0.009901
0.74,0.05,1,0.990099,0.009901
0.74,0.06,1,1,0
0.74,0.07,1,0.990099,0.009901
0.74,0.08,0.990099,1,-0.009901
0.74,0.09,0.990099,0.980198,0.009901
0.74,0.1,0.990099,0.990099,0
0.74,0.11,0.970297,0.970297,0
0.74,0.12,0.970297,0.970297,0
0.74,0.13,0.990099,0.940594,0.049505
0.74,0.14,0.940594,0.980198,-0.039604
0.74,0.15,0.980198,0.970297,0.009901
0.74,0.16,0.980198,0.970297,0.009901
0.74,0.17,0.980198,0.970297,0.009901
0.74,0.18,0.920792,0.970297,-0.049505
0.74,0.19,0.920792,0.960396,-0.039604
0.74,0.2,0.950495,0.950495,0
0.74,0.21,0.930693,0.980198,-0.049505
0.74,0.22,0.90099,0.930693,-0.029703
0.74,0.23,0.930693,0.950495,-0.019802
0.74,0.24,0.930693,0.920792,0.009901
0.74,0.25,0.90099,0.920792,-0.019802
0.74,0.26,0.950495,0.940594,0.009901
0.74,0.27,0.930693,0.891089,0.039604
0.74,0.28,0.920792,0.950495,-0.029703
0.74,0.29,0.930693,0.891089,0.039604
0.74,0.3,0.90099,0.881188,0.019802
0.74,0.31,0.920792,0.90099,0.019802
0.74,0.32,0.851485,0.891089,-0.039604
0.74,0.33,0.891089,0.90099,-0.009901
0.74,0.34,0.841584,0.910891,-0.069307
0.74,0.35,0.841584,0.910891,-0.069307
0.74,0.36,0.851485,0.851485,0
0.74,0.37,0.831683,0.841584,-0.009901
0.74,0.38,0.920792,0.861386,0.059406
0.74,0.39,0.871287,0.891089,-0.019802
0.74,0.4,0.831683,0.841584,-0.009901
0.74,0.41,0.871287,0.861386,0.009901
0.74,0.42,0.871287,0.821782,0.049505
0.74,0.43,0.881188,0.831683,0.049505
0.74,0.44,0.841584,0.851485,-0.009901
0.74,0.45,0.881188,0.851485,0.029703
0.74,0.46,0.762376,0.792079,-0.029703
0.74,0.47,0.851485,0.831683,0.019802
0.74,0.48,0.831683,0.811881,0.019802
0.74,0.49,0.851485,0.752475,0.09901
0.74,0.5,0.772277,0.772277,0
0.74,0.51,0.70297,0.821782,-0.118812
0.74,0.52,0.712871,0.772277,-0.059406
0.74,0.53,0.70297,0.772277,-0.069307
0.74,0.54,0.762376,0.782178,-0.019802
0.74,0.55,0.742574,0.712871,0.029703
0.74,0.56,0.722772,0.732673,-0.009901
0.74,0.57,0.623762,0.653465,-0.029703
0.74,0.58,0.712871,0.683168,0.029703
0.74,0.59,0.683168,0.70297,-0.019802
0.74,0.6,0.564356,0.613861,-0.049505
0.74,0.61,0.584158,0.623762,-0.039604
0.74,0.62,0.722772,0.70297,0.019802
0.74,0.63,0.663366,0.613861,0.049505
0.74,0.64,0.673267,0.623762,0.049505
0.74,0.65,0.643564,0.613861,0.029703
0.74,0.66,0.50495,0.534653,-0.029703
0.74,0.67,0.623762,0.60396,0.019802
0.74,0.68,0.554455,0.643564,-0.089109
0.74,0.69,0.554455,0.534653,0.019802
0.74,0.7,0.50495,0.574257,-0.069307
0.74,0.71,0.50495,0.50495,0
0.74,0.72,0.514851,0.534653,-0.019802
0.74,0.73,0.465347,0.534653,-0.069306
0.74,0.74,0.346535,0.514851,-0.168316
0.74,0.75,0.49505,0.475248,0.019802
0.74,0.76,0.356436,0.445545,-0.089109
0.74,0.77,0.455446,0.405941,0.049505
0.74,0.78,0.524752,0.455446,0.069306
0.74,0.79,0.435644,0.425743,0.009901
0.74,0.8,0.455446,0.386139,0.069307
0.74,0.81,0.405941,0.287129,0.118812
0.74,0.82,0.366337,0.405941,-0.039604
0.74,0.83,0.316832,0.366337,-0.049505
0.74,0.84,0.326733,0.405941,-0.079208
0.74,0.85,0.405941,0.277228,0.128713
0.74,0.86,0.257426,0.257426,0
0.74,0.87,0.306931,0.326733,-0.019802
0.74,0.88,0.326733,0.227723,0.09901
0.74,0.89,0.217822,0.217822,0
0.74,0.9,0.158416,0.217822,-0.059406
0.74,0.91,0.188119,0.178218,0.009901
0.74,0.92,0.168317,0.207921,-0.039604
0.74,0.93,0.138614,0.168317,-0.029703
0.74,0.94,0.168317,0.118812,0.049505
0.74,0.95,0.118812,0.0990099,0.0198021
0.74,0.96,0.0990099,0.118812,-0.0198021
0.74,0.97,0.049505,0.0594059,-0.0099009
0.74,0.98,0.039604,0.019802,0.019802
0.74,0.99,0.00990099,0.00990099,0
0.75,0,1,1,0
0.75,0.01,1,1,0
0.75,0.02,1,1,0
0.75,0.03,1,1,0
0.75,0.04,1,0.980198,0.019802
0.75,0.05,0.990099,0.980198,0.009901
0.75,0.06,0.980198,1,-0.019802
0.75,0.07,1,0.990099,0.009901
0.75,0.08,0.990099,1,-0.009901
0.75,0.09,0.990099,0.940594,0.049505
0.75,0.1,0.990099,0.960396,0.029703
0.75,0.11,0.990099,0.950495,0.039604
0.75,0.12,0.960396,0.980198,-0.019802
0.75,0.13,0.970297,0.990099,-0.019802
0.75,0.14,0.990099,0.960396,0.029703
0.75,0.15,0.970297,0.990099,-0.019802
0.75,0.16,0.960396,0.970297,-0.009901
0.75,0.17,0.950495,0.930693,0.019802
0.75,0.18,0.980198,0.970297,0.009901
0.75,0.19,0.960396,0.960396,0
0.75,0.2,0.980198,0.891089,0.089109
0.75,0.21,0.970297,0.940594,0.029703
0.75,0.22,0.930693,0.920792,0.009901
0.75,0.23,0.930693,0.960396,-0.029703
0.75,0.24,0.940594,0.90099,0.039604
0.75,0.25,0.970297,0.920792,0.049505
0.75,0.26,0.970297,0.940594,0.029703
0.75,0.27,0.960396,0.930693,0.029703
0.75,0.28,0.910891,0.920792,-0.009901
0.75,0.29,0.910891,0.940594,-0.029703
0.75,0.3,0.841584,0.940594,-0.09901
0.75,0.31,0.871287,0.90099,-0.029703
0.75,0.32,0.940594,0.910891,0.029703
0.75,0.33,0.841584,0.90099,-0.059406
0.75,0.34,0.881188,0.90099,-0.019802
0.75,0.35,0.910891,0.871287,0.039604
0.75,0.36,0.920792,0.90099,0.019802
0.75,0.37,0.881188,0.792079,0.089109
0.75,0.38,0.871287,0.871287,0
0.75,0.39,0.792079,0.920792,-0.128713
0.75,0.4,0.841584,0.851485,-0.009901
0.75,0.41,0.752475,0.871287,-0.118812
0.75,0.42,0.821782,0.821782,0
0.75,0.43,0.940594,0.891089,0.049505
0.75,0.44,0.861386,0.831683,0.029703
0.75,0.45,0.871287,0.871287,0
0.75,0.46,0.841584,0.772277,0.069307
0.75,0.47,0.772277,0.722772,0.049505
0.75,0.48,0.792079,0.752475,0.039604
0.75,0.49,0.772277,0.772277,0
0.75,0.5,0.841584,0.683168,0.158416
0.75,0.51,0.792079,0.762376,0.029703
0.75,0.52,0.752475,0.782178,-0.029703
0.75,0.53,0.831683,0.831683,0
0.75,0.54,0.772277,0.752475,0.019802
0.75,0.55,0.752475,0.792079,-0.039604
0.75,0.56,0.772277,0.722772,0.049505
0.75,0.57,0.693069,0.772277,-0.079208
0.75,0.58,0.683168,0.683168,0
0.75,0.59,0.742574,0.663366,0.079208
0.75,0.6,0.683168,0.653465,0.029703
0.75,0.61,0.653465,0.722772,-0.069307
0.75,0.62,0.613861,0.564356,0.049505
0.75,0.63,0.623762,0.663366,-0.039604
0.75,0.64,0.663366,0.663366,0
0.75,0.65,0.60396,0.683168,-0.079208
0.75,0.66,0.633663,0.643564,-0.009901
0.75,0.67,0.564356,0.594059,-0.029703
0.75,0.68,0.643564,0.633663,0.009901
0.75,0.69,0.623762,0.534653,0.089109
0.75,0.7,0.49505,0.594059,-0.099009
0.75,0.71,0.613861,0.653465,-0.039604
0.75,0.72,0.524752,0.574257,-0.049505
0.75,0.73,0.524752,0.485149,0.039603
0.75,0.74,0.524752,0.485149,0.039603
0.75,0.75,0.465347,0.564356,-0.099009
0.75,0.76,0.455446,0.445545,0.009901
0.75,0.77,0.50495,0.485149,0.019801
0.75,0.78,0.455446,0.524752,-0.069306
0.75,0.79,0.445545,0.445545,0
0.75,0.8,0.485149,0.366337,0.118812
0.75,0.81,0.455446,0.39604,0.059406
0.75,0.82,0.326733,0.39604,-0.069307
0.75,0.83,0.366337,0.386139,-0.019802
0.75,0.84,0.415842,0.326733,0.089109
0.75,0.85,0.326733,0.346535,-0.019802
0.75,0.86,0.356436,0.267327,0.089109
0.75,0.87,0.257426,0.336634,-0.079208
0.75,0.88,0.29703,0.346535,-0.049505
0.75,0.89,0.277228,0.19802,0.079208
0.75,0.9,0.217822,0.257426,-0.039604
0.75,0.91,0.168317,0.227723,-0.059406
0.75,0.92,0.148515,0.128713,0.019802
0.75,0.93,0.0792079,0.0693069,0.009901
0.75,0.94,0.19802,0.0990099,0.0990101
0.75,0.95,0.108911,0.0693069,0.0396041
0.75,0.96,0.138614,0.118812,0.019802
0.75,0.97,0.0693069,0.049505,0.0198019
0.75,0.98,0.029703,0.039604,-0.009901
0.75,0.99,0.00990099,0.019802,-0.00990101
0.76,0,1,1,0
0.76,0.01,1,1,0
0.76,0.02,1,0.990099,0.009901
0.76,0.03,0.990099,1,-0.009901
0.76,0.04,1,0.990099,0.009901
0.76,0.05,1,1,0
0.76,0.06,1,1,0
0.76,0.07,0.990099,1,-0.009901
0.76,0.08,0.990099,0.990099,0
0.76,0.09,0.990099,0.980198,0.009901
0.76,0.1,0.970297,0.990099,-0.019802
0.76,0.11,0.990099,0.970297,0.019802
0.76,0.12,0.960396,0.980198,-0.019802
0.76,0.13,0.980198,0.980198,0
0.76,0.14,0.950495,0.940594,0.009901
0.76,0.15,1,1,0
0.76,0.16,0.980198,0.960396,0.019802
0.76,0.17,0.950495,0.990099,-0.039604
0.76,0.18,0.950495,0.960396,-0.009901
0.76,0.19,0.960396,0.960396,0
0.76,0.2,0.970297,0.960396,0.009901
0.76,0.21,0.970297,0.970297,0
0.76,0.22,0.980198,0.970297,0.009901
0.76,0.23,0.90099,0.910891,-0.009901
0.76,0.24,0.960396,0.930693,0.029703
0.76,0.25,0.960396,0.980198,-0.019802
0.76,0.26,0.910891,0.891089,0.019802
0.76,0.27,0.920792,0.940594,-0.019802
0.76,0.28,0.970297,0.930693,0.039604
0.76,0.29,0.910891,0.920792,-0.009901
0.76,0.3,0.920792,0.831683,0.089109
0.76,0.31,0.910891,0.851485,0.059406
0.76,0.32,0.910891,0.930693,-0.019802
0.76,0.33,0.920792,0.920792,0
0.76,0.34,0.90099,0.90099,0
0.76,0.35,0.90099,0.90099,0
0.76,0.36,0.920792,0.871287,0.049505
0.76,0.37,0.841584,0.940594,-0.09901
0.76,0.38,0.910891,0.891089,0.019802
0.76,0.39,0.881188,0.90099,-0.019802
0.76,0.4,0.871287,0.910891,-0.039604
0.76,0.41,0.841584,0.861386,-0.019802
0.76,0.42,0.891089,0.831683,0.059406
0.76,0.43,0.851485,0.90099,-0.049505
0.76,0.44,0.831683,0.772277,0.059406
0.76,0.45,0.841584,0.861386,-0.019802
0.76,0.46,0.831683,0.851485,-0.019802
0.76,0.47,0.831683,0.732673,0.09901
0.76,0.48,0.782178,0.871287,-0.089109
0.76,0.49,0.841584,0.821782,0.019802
0.76,0.5,0.712871,0.831683,-0.118812
0.76,0.51,0.742574,0.821782,-0.079208
0.76,0.52,0.851485,0.762376,0.089109
0.76,0.53,0.762376,0.80198,-0.039604
0.76,0.54,0.792079,0.811881,-0.019802
0.76,0.55,0.80198,0.742574,0.059406
0.76,0.56,0.752475,0.732673,0.019802
0.76,0.57,0.70297,0.693069,0.009901
0.76,0.58,0.722772,0.772277,-0.049505
0.76,0.59,0.70297,0.683168,0.019802
0.76,0.6,0.693069,0.712871,-0.019802
0.76,0.61,0.70297,0.712871,-0.009901
0.76,0.62,0.673267,0.712871,-0.039604
0.76,0.63,0.623762,0.683168,-0.059406
0.76,0.64,0.633663,0.584158,0.049505
0.76,0.65,0.673267,0.683168,-0.009901
0.76,0.66,0.722772,0.594059,0.128713
0.76,0.67,0.594059,0.712871,-0.118812
0.76,0.68,0.613861,0.534653,0.079208
0.76,0.69,0.554455,0.60396,-0.049505
0.76,0.7,0.534653,0.643564,-0.108911
0.76,0.71,0.594059,0.564356,0.029703
0.76,0.72,0.594059,0.574257,0.019802
0.76,0.73,0.574257,0.574257,0
0.76,0.74,0.554455,0.584158,-0.029703
0.76,0.75,0.584158,0.564356,0.019802
0.76,0.76,0.39604,0.445545,-0.049505
0.76,0.77,0.435644,0.445545,-0.009901
0.76,0.78,0.445545,0.485149,-0.039604
0.76,0.79,0.425743,0.356436,0.069307
0.76,0.8,0.376238,0.435644,-0.059406
0.76,0.81,0.336634,0.39604,-0.059406
0.76,0.82,0.425743,0.435644,-0.009901
0.76,0.83,0.386139,0.376238,0.009901
0.76,0.84,0.415842,0.386139,0.029703
0.76,0.85,0.316832,0.376238,-0.059406
0.76,0.86,0.346535,0.287129,0.059406
0.76,0.87,0.356436,0.207921,0.148515
0.76,0.88,0.306931,0.237624,0.069307
0.76,0.89,0.277228,0.217822,0.059406
0.76,0.9,0.277228,0.19802,0.079208
0.76,0.91,0.188119,0.227723,-0.039604
0.76,0.92,0.237624,0.148515,0.089109
0.76,0.93,0.158416,0.148515,0.009901
0.76,0.94,0.168317,0.207921,-0.039604
0.76,0.95,0.118812,0.158416,-0.039604
0.76,0.96,0.0693069,0.049505,0.0198019
0.76,0.97,0.108911,0.0594059,0.0495051
0.76,0.98,0.0693069,0.029703,0.0396039
0.76,0.99,0.029703,0.029703,0
0.77,0,1,1,0
0.77,0.01,1,1,0
0.77,0.02,1,1,0
0.77,0.03,0.980198,1,-0.019802
0.77,0.04,1,1,0
0.77,0.05,1,1,0
0.77,0.06,0.970297,1,-0.029703
0.77,0.07,0.970297,1,-0.029703
0.77,0.08,0.980198,0.980198,0
0.77,0.09,0.990099,0.980198,0.009901
0.77,0.1,0.980198,0.970297,0.009901
0.77,0.11,0.980198,0.980198,0
0.77,0.12,0.970297,0.940594,0.029703
0.77,0.13,0.970297,0.990099,-0.019802
0.77,0.14,0.980198,0.990099,-0.009901
0.77,0.15,0.980198,0.970297,0.009901
0.77,0.16,0.950495,0.970297,-0.019802
0.77,0.17,0.950495,0.960396,-0.009901
0.77,0.18,0.950495,0.930693,0.019802
0.77,0.19,0.940594,0.950495,-0.009901
0.77,0.2,0.930693,0.970297,-0.039604
0.77,0.21,0.930693,0.970297,-0.039604
0.77,0.22,0.940594,0.980198,-0.039604
0.77,0.23,0.950495,0.940594,0.009901
0.77,0.24,0.930693,0.920792,0.009901
0.77,0.25,0.950495,0.940594,0.009901
0.77,0.26,0.90099,0.990099,-0.089109
0.77,0.27,0.90099,0.920792,-0.019802
0.77,0.28,0.950495,0.940594,0.009901
0.77,0.29,0.940594,0.960396,-0.019802
0.77,0.3,0.920792,0.940594,-0.019802
0.77,0.31,0.910891,0.920792,-0.009901
0.77,0.32,0.950495,0.920792,0.029703
0.77,0.33,0.920792,0.90099,0.019802
0.77,0.34,0.90099,0.960396,-0.059406
0.77,0.35,0.90099,0.920792,-0.019802
0.77,0.36,0.841584,0.910891,-0.069307
0.77,0.37,0.861386,0.920792,-0.059406
0.77,0.38,0.920792,0.90099,0.019802
0.77,0.39,0.90099,0.841584,0.059406
0.77,0.4,0.910891,0.910891,0
0.77,0.41,0.920792,0.861386,0.059406
0.77,0.42,0.831683,0.871287,-0.039604
0.77,0.43,0.841584,0.90099,-0.059406
0.77,0.44,0.891089,0.792079,0.09901
0.77,0.45,0.811881,0.851485,-0.039604
0.77,0.46,0.821782,0.811881,0.009901
0.77,0.47,0.910891,0.821782,0.089109
0.77,0.48,0.811881,0.792079,0.019802
0.77,0.49,0.811881,0.841584,-0.029703
0.77,0.5,0.782178,0.821782,-0.039604
0.77,0.51,0.772277,0.792079,-0.019802
0.77,0.52,0.772277,0.811881,-0.039604
0.77,0.53,0.80198,0.841584,-0.039604
0.77,0.54,0.841584,0.762376,0.079208
0.77,0.55,0.673267,0.762376,-0.089109
0.77,0.56,0.792079,0.782178,0.009901
0.77,0.57,0.742574,0.742574,0
0.77,0.58,0.732673,0.772277,-0.039604
0.77,0.59,0.693069,0.673267,0.019802
0.77,0.6,0.70297,0.693069,0.009901
0.77,0.61,0.742574,0.693069,0.049505
0.77,0.62,0.712871,0.693069,0.019802
0.77,0.63,0.683168,0.70297,-0.019802
0.77,0.64,0.673267,0.683168,-0.009901
0.77,0.65,0.633663,0.70297,-0.069307
0.77,0.66,0.673267,0.643564,0.029703
0.77,0.67,0.623762,0.673267,-0.049505
0.77,0.68,0.574257,0.663366,-0.089109
0.77,0.69,0.544554,0.584158,-0.039604
0.77,0.7,0.584158,0.524752,0.059406
0.77,0.71,0.475248,0.485149,-0.009901
0.77,0.72,0.643564,0.574257,0.069307
0.77,0.73,0.633663,0.564356,0.069307
0.77,0.74,0.524752,0.544554,-0.019802
0.77,0.75,0.485149,0.554455,-0.069306
0.77,0.76,0.564356,0.544554,0.019802
0.77,0.77,0.524752,0.594059,-0.069307
0.77,0.78,0.524752,0.386139,0.138613
0.77,0.79,0.366337,0.39604,-0.029703
0.77,0.8,0.366337,0.49505,-0.128713
0.77,0.81,0.316832,0.435644,-0.118812
0.77,0.82,0.435644,0.405941,0.029703
0.77,0.83,0.376238,0.356436,0.019802
0.77,0.84,0.425743,0.445545,-0.019802
0.77,0.85,0.29703,0.336634,-0.039604
0.77,0.86,0.346535,0.435644,-0.089109
0.77,0.87,0.366337,0.386139,-0.019802
0.77,0.88,0.306931,0.316832,-0.009901
0.77,0.89,0.277228,0.29703,-0.019802
0.77,0.9,0.247525,0.287129,-0.039604
0.77,0.91,0.267327,0.247525,0.019802
0.77,0.92,0.227723,0.247525,-0.019802
0.77,0.93,0.178218,0.148515,0.029703
0.77,0.94,0.217822,0.19802,0.019802
0.77,0.95,0.108911,0.128713,-0.019802
0.77,0.96,0.128713,0.0990099,0.0297031
0.77,0.97,0.0693069,0.0693069,0
0.77,0.98,0.029703,0.00990099,0.01980201
0.77,0.99,0.0693069,0.019802,0.0495049
0.78,0,1,1,0
0.78,0.01,1,1,0
0.78,0.02,1,1,0
0.78,0.03,1,0.990099,0.009901
0.78,0.04,1,1,0
0.78,0.05,0.970297,0.980198,-0.009901
0.78,0.06,1,1,0
0.78,0.07,1,0.980198,0.019802
0.78,0.08,0.990099,0.990099,0
0.78,0.09,0.980198,1,-0.019802
0.78,0.1,0.960396,0.960396,0
0.78,0.11,0.940594,0.990099,-0.049505
0.78,0.12,0.990099,0.980198,0.009901
0.78,0.13,0.980198,1,-0.019802
0.78,0.14,0.970297,0.970297,0
0.78,0.15,0.980198,0.980198,0
0.78,0.16,0.970297,0.960396,0.009901
0.78,0.17,0.990099,0.950495,0.039604
0.78,0.18,0.940594,0.970297,-0.029703
0.78,0.19,0.980198,0.970297,0.009901
0.78,0.2,0.950495,0.960396,-0.009901
0.78,0.21,0.980198,0.970297,0.009901
0.78,0.22,0.930693,0.970297,-0.039604
0.78,0.23,0.970297,0.960396,0.009901
0.78,0.24,0.910891,0.940594,-0.029703
0.78,0.25,0.960396,0.970297,-0.009901
0.78,0.26,0.910891,0.950495,-0.039604
0.78,0.27,0.940594,0.950495,-0.009901
0.78,0.28,0.960396,0.970297,-0.009901
0.78,0.29,0.930693,0.910891,0.019802
0.78,0.3,0.920792,0.940594,-0.019802
0.78,0.31,0.881188,0.930693,-0.049505
0.78,0.32,0.910891,0.930693,-0.019802
0.78,0.33,0.910891,0.90099,0.009901
0.78,0.34,0.920792,0.960396,-0.039604
0.78,0.35,0.90099,0.950495,-0.049505
0.78,0.36,0.891089,0.881188,0.009901
0.78,0.37,0.930693,0.910891,0.019802
0.78,0.38,0.861386,0.910891,-0.049505
0.78,0.39,0.792079,0.861386,-0.069307
0.78,0.4,0.90099,0.821782,0.079208
0.78,0.41,0.891089,0.811881,0.079208
0.78,0.42,0.881188,0.861386,0.019802
0.78,0.43,0.851485,0.841584,0.009901
0.78,0.44,0.90099,0.871287,0.029703
0.78,0.45,0.891089,0.811881,0.079208
0.78,0.46,0.782178,0.841584,-0.059406
0.78,0.47,0.851485,0.891089,-0.039604
0.78,0.48,0.772277,0.851485,-0.079208
0.78,0.49,0.851485,0.742574,0.108911
0.78,0.5,0.851485,0.811881,0.039604
0.78,0.51,0.782178,0.762376,0.019802
0.78,0.52,0.762376,0.811881,-0.049505
0.78,0.53,0.821782,0.663366,0.158416
0.78,0.54,0.80198,0.782178,0.019802
0.78,0.55,0.782178,0.70297,0.079208
0.78,0.56,0.722772,0.732673,-0.009901
0.78,0.57,0.712871,0.732673,-0.019802
0.78,0.58,0.673267,0.70297,-0.029703
0.78,0.59,0.811881,0.752475,0.059406
0.78,0.6,0.762376,0.732673,0.029703
0.78,0.61,0.673267,0.712871,-0.039604
0.78,0.62,0.70297,0.762376,-0.059406
0.78,0.63,0.782178,0.693069,0.089109
0.78,0.64,0.663366,0.752475,-0.089109
0.78,0.65,0.693069,0.683168,0.009901
0.78,0.66,0.663366,0.643564,0.019802
0.78,0.67,0.653465,0.712871,-0.059406
0.78,0.68,0.683168,0.554455,0.128713
0.78,0.69,0.623762,0.643564,-0.019802
0.78,0.7,0.584158,0.623762,-0.039604
0.78,0.71,0.712871,0.564356,0.148515
0.78,0.72,0.623762,0.643564,-0.019802
0.78,0.73,0.683168,0.524752,0.158416
0.78,0.74,0.465347,0.594059,-0.128712
0.78,0.75,0.475248,0.633663,-0.158415
0.78,0.76,0.623762,0.514851,0.108911
0.78,0.77,0.50495,0.544554,-0.039604
0.78,0.78,0.465347,0.49505,-0.029703
0.78,0.79,0.564356,0.455446,0.10891
0.78,0.8,0.455446,0.475248,-0.019802
0.78,0.81,0.564356,0.554455,0.009901
0.78,0.82,0.405941,0.336634,0.069307
0.78,0.83,0.366337,0.415842,-0.049505
0.78,0.84,0.455446,0.435644,0.019802
0.78,0.85,0.356436,0.386139,-0.029703
0.78,0.86,0.415842,0.326733,0.089109
0.78,0.87,0.326733,0.336634,-0.009901
0.78,0.88,0.306931,0.326733,-0.019802
0.78,0.89,0.19802,0.267327,-0.069307
0.78,0.9,0.257426,0.29703,-0.039604
0.78,0.91,0.227723,0.19802,0.029703
0.78,0.92,0.306931,0.168317,0.138614
0.78,0.93,0.29703,0.168317,0.128713
0.78,0.94,0.148515,0.138614,0.009901
0.78,0.95,0.148515,0.178218,-0.029703
0.78,0.96,0.0792079,0.0594059,0.019802
0.78,0.97,0.0792079,0.0891089,-0.009901
0.78,0.98,0.049505,0.029703,0.019802
0.78,0.99,0.029703,0,0.029703
0.79,0,1,1,0
0.79,0.01,1,1,0
0.79,0.02,1,1,0
0.79,0.03,1,0.990099,0.009901
0.79,0.04,1,1,0
0.79,0.05,0.990099,1,-0.009901
0.79,0.06,0.990099,0.990099,0
0.79,0.07,1,1,0
0.79,0.08,0.990099,1,-0.009901
0.79,0.09,0.990099,0.990099,0
0.79,0.1,0.970297,0.980198,-0.009901
0.79,0.11,0.990099,0.990099,0
0.79,0.12,0.980198,0.990099,-0.009901
0.79,0.13,0.990099,0.970297,0.019802
0.79,0.14,0.990099,0.990099,0
0.79,0.15,0.990099,0.990099,0
0.79,0.16,0.980198,0.950495,0.029703
0.79,0.17,0.970297,0.980198,-0.009901
0.79,0.18,0.980198,0.960396,0.019802
0.79,0.19,0.990099,0.950495,0.039604
0.79,0.2,0.990099,0.940594,0.049505
0.79,0.21,0.950495,0.980198,-0.029703
0.79,0.22,0.960396,0.960396,0
0.79,0.23,0.960396,0.930693,0.029703
0.79,0.24,0.960396,0.960396,0
0.79,0.25,0.940594,0.930693,0.009901
0.79,0.26,0.960396,0.940594,0.019802
0.79,0.27,0.960396,0.930693,0.029703
0.79,0.28,0.920792,0.910891,0.009901
0.79,0.29,0.930693,0.950495,-0.019802
0.79,0.3,0.930693,0.90099,0.029703
0.79,0.31,0.960396,0.960396,0
0.79,0.32,0.960396,0.861386,0.09901
0.79,0.33,0.910891,0.881188,0.029703
0.79,0.34,0.910891,0.950495,-0.039604
0.79,0.35,0.910891,0.891089,0.019802
0.79,0.36,0.881188,0.920792,-0.039604
0.79,0.37,0.871287,0.90099,-0.029703
0.79,0.38,0.871287,0.930693,-0.059406
0.79,0.39,0.861386,0.891089,-0.029703
0.79,0.4,0.871287,0.861386,0.009901
0.79,0.41,0.831683,0.861386,-0.029703
0.79,0.42,0.871287,0.90099,-0.029703
0.79,0.43,0.851485,0.871287,-0.019802
0.79,0.44,0.811881,0.881188,-0.069307
0.79,0.45,0.851485,0.811881,0.039604
0.79,0.46,0.821782,0.871287,-0.049505
0.79,0.47,0.841584,0.782178,0.059406
0.79,0.48,0.821782,0.831683,-0.009901
0.79,0.49,0.841584,0.841584,0
0.79,0.5,0.762376,0.762376,0
0.79,0.51,0.831683,0.831683,0
0.79,0.52,0.821782,0.782178,0.039604
0.79,0.53,0.792079,0.782178,0.009901
0.79,0.54,0.762376,0.811881,-0.049505
0.79,0.55,0.821782,0.762376,0.059406
0.79,0.56,0.792079,0.851485,-0.059406
0.79,0.57,0.742574,0.772277,-0.029703
0.79,0.58,0.811881,0.712871,0.09901
0.79,0.59,0.772277,0.782178,-0.009901
0.79,0.6,0.772277,0.643564,0.128713
0.79,0.61,0.663366,0.712871,-0.049505
0.79,0.62,0.80198,0.742574,0.059406
0.79,0.63,0.851485,0.70297,0.148515
0.79,0.64,0.653465,0.643564,0.009901
0.79,0.65,0.60396,0.712871,-0.108911
0.79,0.66,0.693069,0.623762,0.069307
0.79,0.67,0.70297,0.693069,0.009901
0.79,0.68,0.613861,0.722772,-0.108911
0.79,0.69,0.584158,0.60396,-0.019802
0.79,0.7,0.633663,0.60396,0.029703
0.79,0.71,0.653465,0.584158,0.069307
0.79,0.72,0.663366,0.613861,0.049505
0.79,0.73,0.653465,0.643564,0.009901
0.79,0.74,0.554455,0.554455,0
0.79,0.75,0.574257,0.613861,-0.039604
0.79,0.76,0.554455,0.60396,-0.049505
0.79,0.77,0.554455,0.584158,-0.029703
0.79,0.78,0.475248,0.49505,-0.019802
0.79,0.79,0.455446,0.524752,-0.069306
0.79,0.8,0.435644,0.465347,-0.029703
0.79,0.81,0.485149,0.485149,0
0.79,0.82,0.445545,0.465347,-0.019802
0.79,0.83,0.475248,0.415842,0.059406
0.79,0.84,0.514851,0.425743,0.089108
0.79,0.85,0.366337,0.336634,0.029703
0.79,0.86,0.405941,0.287129,0.118812
0.79,0.87,0.386139,0.316832,0.069307
0.79,0.88,0.326733,0.306931,0.019802
0.79,0.89,0.326733,0.306931,0.019802
0.79,0.9,0.326733,0.267327,0.059406
0.79,0.91,0.247525,0.29703,-0.049505
0.79,0.92,0.247525,0.287129,-0.039604
0.79,0.93,0.188119,0.207921,-0.019802
0.79,0.94,0.148515,0.217822,-0.069307
0.79,0.95,0.19802,0.178218,0.019802
0.79,0.96,0.118812,0.0891089,0.0297031
0.79,0.97,0.0990099,0.0693069,0.029703
0.79,0.98,0.0594059,0.0792079,-0.019802
0.79,0.99,0.029703,0.039604,-0.009901
0.8,0,1,1,0
0.8,0.01,1,1,0
0.8,0.02,0.990099,0.990099,0
0.8,0.03,1,1,0
0.8,0.04,1,0.980198,0.019802
0.8,0.05,1,1,0
0.8,0.06,0.990099,0.990099,0
0.8,0.07,0.990099,0.970297,0.019802
0.8,0.08,0.980198,1,-0.019802
0.8,0.09,0.960396,1,-0.039604
0.8,0.1,0.990099,1,-0.009901
