pa,pb,a wins
0.49,0.91,0.0693069
0.49,0.92,0.019802
0.49,0.93,0.029703
0.49,0.94,0.019802
0.49,0.95,0.029703
0.49,0.96,0.019802
0.49,0.97,0.019802
0.49,0.98,0.019802
0.49,0.99,0.00990099
0.5,0,1
0.5,0.01,1
0.5,0.02,0.970297
0.5,0.03,0.990099
0.5,0.04,0.980198
0.5,0.05,0.970297
0.5,0.06,0.930693
0.5,0.07,0.980198
0.5,0.08,0.960396
0.5,0.09,0.940594
0.5,0.1,0.910891
0.5,0.11,0.910891
0.5,0.12,0.940594
0.5,0.13,0.90099
0.5,0.14,0.891089
0.5,0.15,0.910891
0.5,0.16,0.821782
0.5,0.17,0.821782
0.5,0.18,0.861386
0.5,0.19,0.841584
0.5,0.2,0.792079
0.5,0.21,0.831683
0.5,0.22,0.831683
0.5,0.23,0.782178
0.5,0.24,0.782178
0.5,0.25,0.782178
0.5,0.26,0.792079
0.5,0.27,0.772277
0.5,0.28,0.772277
0.5,0.29,0.673267
0.5,0.3,0.693069
0.5,0.31,0.60396
0.5,0.32,0.772277
0.5,0.33,0.60396
0.5,0.34,0.70297
0.5,0.35,0.762376
0.5,0.36,0.772277
0.5,0.37,0.653465
0.5,0.38,0.60396
0.5,0.39,0.524752
0.5,0.4,0.564356
0.5,0.41,0.574257
0.5,0.42,0.594059
0.5,0.43,0.564356
0.5,0.44,0.574257
0.5,0.45,0.50495
0.5,0.46,0.574257
0.5,0.47,0.574257
0.5,0.48,0.564356
0.5,0.49,0.485149
0.5,0.5,0.435644
0.5,0.51,0.445545
0.5,0.52,0.475248
0.5,0.53,0.455446
0.5,0.54,0.485149
0.5,0.55,0.485149
0.5,0.56,0.49505
0.5,0.57,0.39604
0.5,0.58,0.445545
0.5,0.59,0.366337
0.5,0.6,0.376238
0.5,0.61,0.356436
0.5,0.62,0.326733
0.5,0.63,0.346535
0.5,0.64,0.306931
0.5,0.65,0.29703
0.5,0.66,0.247525
0.5,0.67,0.29703
0.5,0.68,0.29703
0.5,0.69,0.287129
0.5,0.7,0.207921
0.5,0.71,0.237624
0.5,0.72,0.257426
0.5,0.73,0.207921
0.5,0.74,0.227723
0.5,0.75,0.257426
0.5,0.76,0.247525
0.5,0.77,0.158416
0.5,0.78,0.168317
0.5,0.79,0.158416
0.5,0.8,0.138614
0.5,0.81,0.108911
0.5,0.82,0.158416
0.5,0.83,0.0891089
0.5,0.84,0.118812
0.5,0.85,0.108911
0.5,0.86,0.148515
0.5,0.87,0.0792079
0.5,0.88,0.0990099
0.5,0.89,0.0891089
0.5,0.9,0.039604
0.5,0.91,0.0594059
0.5,0.92,0.0792079
0.5,0.93,0.029703
0.5,0.94,0.019802
0.5,0.95,0.0990099
0.5,0.96,0.039604
0.5,0.97,0.019802
0.5,0.98,0.029703
0.5,0.99,0
0.51,0,1
0.51,0.01,1
0.51,0.02,1
0.51,0.03,1
0.51,0.04,0.990099
0.51,0.05,0.960396
0.51,0.06,0.990099
0.51,0.07,0.940594
0.51,0.08,0.940594
0.51,0.09,0.940594
0.51,0.1,0.950495
0.51,0.11,0.910891
0.51,0.12,0.90099
0.51,0.13,0.980198
0.51,0.14,0.930693
0.51,0.15,0.891089
0.51,0.16,0.891089
0.51,0.17,0.831683
0.51,0.18,0.811881
0.51,0.19,0.90099
0.51,0.2,0.851485
0.51,0.21,0.762376
0.51,0.22,0.772277
0.51,0.23,0.772277
0.51,0.24,0.80198
0.51,0.25,0.792079
0.51,0.26,0.80198
0.51,0.27,0.792079
0.51,0.28,0.782178
0.51,0.29,0.732673
0.51,0.3,0.70297
0.51,0.31,0.811881
0.51,0.32,0.70297
0.51,0.33,0.722772
0.51,0.34,0.80198
0.51,0.35,0.673267
0.51,0.36,0.623762
0.51,0.37,0.653465
0.51,0.38,0.693069
0.51,0.39,0.693069
0.51,0.4,0.693069
0.51,0.41,0.60396
0.51,0.42,0.60396
0.51,0.43,0.534653
0.51,0.44,0.594059
0.51,0.45,0.485149
0.51,0.46,0.574257
0.51,0.47,0.49505
0.51,0.48,0.554455
0.51,0.49,0.534653
0.51,0.5,0.544554
0.51,0.51,0.554455
0.51,0.52,0.49505
0.51,0.53,0.524752
0.51,0.54,0.405941
0.51,0.55,0.50495
0.51,0.56,0.435644
0.51,0.57,0.445545
0.51,0.58,0.425743
0.51,0.59,0.425743
0.51,0.6,0.415842
0.51,0.61,0.306931
0.51,0.62,0.336634
0.51,0.63,0.336634
0.51,0.64,0.445545
0.51,0.65,0.267327
0.51,0.66,0.346535
0.51,0.67,0.316832
0.51,0.68,0.386139
0.51,0.69,0.257426
0.51,0.7,0.267327
0.51,0.71,0.217822
0.51,0.72,0.257426
0.51,0.73,0.257426
0.51,0.74,0.217822
0.51,0.75,0.138614
0.51,0.76,0.247525
0.51,0.77,0.148515
0.51,0.78,0.188119
0.51,0.79,0.188119
0.51,0.8,0.168317
0.51,0.81,0.188119
0.51,0.82,0.178218
0.51,0.83,0.118812
0.51,0.84,0.118812
0.51,0.85,0.108911
0.51,0.86,0.148515
0.51,0.87,0.0594059
0.51,0.88,0.0792079
0.51,0.89,0.0693069
0.51,0.9,0.118812
0.51,0.91,0.0594059
0.51,0.92,0.029703
0.51,0.93,0.029703
0.51,0.94,0.0594059
0.51,0.95,0.039604
0.51,0.96,0
0.51,0.97,0.029703
0.51,0.98,0.00990099
0.51,0.99,0
0.52,0,1
0.52,0.01,1
0.52,0.02,0.990099
0.52,0.03,0.990099
0.52,0.04,0.970297
0.52,0.05,0.990099
0.52,0.06,0.960396
0.52,0.07,0.940594
0.52,0.08,0.940594
0.52,0.09,0.930693
0.52,0.1,0.970297
0.52,0.11,0.891089
0.52,0.12,0.950495
0.52,0.13,0.940594
0.52,0.14,0.930693
0.52,0.15,0.930693
0.52,0.16,0.841584
0.52,0.17,0.871287
0.52,0.18,0.891089
0.52,0.19,0.861386
0.52,0.2,0.891089
0.52,0.21,0.861386
0.52,0.22,0.821782
0.52,0.23,0.80198
0.52,0.24,0.861386
0.52,0.25,0.742574
0.52,0.26,0.811881
0.52,0.27,0.792079
0.52,0.28,0.722772
0.52,0.29,0.742574
0.52,0.3,0.752475
0.52,0.31,0.821782
0.52,0.32,0.722772
0.52,0.33,0.70297
0.52,0.34,0.742574
0.52,0.35,0.673267
0.52,0.36,0.663366
0.52,0.37,0.712871
0.52,0.38,0.633663
0.52,0.39,0.683168
0.52,0.4,0.663366
0.52,0.41,0.653465
0.52,0.42,0.554455
0.52,0.43,0.633663
0.52,0.44,0.584158
0.52,0.45,0.60396
0.52,0.46,0.613861
0.52,0.47,0.554455
0.52,0.48,0.544554
0.52,0.49,0.584158
0.52,0.5,0.544554
0.52,0.51,0.485149
0.52,0.52,0.60396
0.52,0.53,0.445545
0.52,0.54,0.405941
0.52,0.55,0.485149
0.52,0.56,0.435644
0.52,0.57,0.50495
0.52,0.58,0.49505
0.52,0.59,0.316832
0.52,0.6,0.465347
0.52,0.61,0.405941
0.52,0.62,0.435644
0.52,0.63,0.39604
0.52,0.64,0.376238
0.52,0.65,0.415842
0.52,0.66,0.386139
0.52,0.67,0.316832
0.52,0.68,0.366337
0.52,0.69,0.366337
0.52,0.7,0.336634
0.52,0.71,0.356436
0.52,0.72,0.29703
0.52,0.73,0.237624
0.52,0.74,0.158416
0.52,0.75,0.168317
0.52,0.76,0.227723
0.52,0.77,0.257426
0.52,0.78,0.207921
0.52,0.79,0.158416
0.52,0.8,0.138614
0.52,0.81,0.158416
0.52,0.82,0.138614
0.52,0.83,0.118812
0.52,0.84,0.108911
0.52,0.85,0.168317
0.52,0.86,0.0990099
0.52,0.87,0.118812
0.52,0.88,0.0891089
0.52,0.89,0.118812
0.52,0.9,0.0891089
0.52,0.91,0.0792079
0.52,0.92,0.0891089
0.52,0.93,0.0693069
0.52,0.94,0.049505
0.52,0.95,0.029703
0.52,0.96,0.0792079
0.52,0.97,0.00990099
0.52,0.98,0.00990099
0.52,0.99,0.019802
0.53,0,1
0.53,0.01,1
0.53,0.02,1
0.53,0.03,0.980198
0.53,0.04,0.990099
0.53,0.05,0.950495
0.53,0.06,0.980198
0.53,0.07,0.940594
0.53,0.08,0.940594
0.53,0.09,0.920792
0.53,0.1,0.950495
0.53,0.11,0.920792
0.53,0.12,0.910891
0.53,0.13,0.950495
0.53,0.14,0.861386
0.53,0.15,0.940594
0.53,0.16,0.881188
0.53,0.17,0.841584
0.53,0.18,0.841584
0.53,0.19,0.871287
0.53,0.2,0.80198
0.53,0.21,0.891089
0.53,0.22,0.910891
0.53,0.23,0.851485
0.53,0.24,0.722772
0.53,0.25,0.792079
0.53,0.26,0.782178
0.53,0.27,0.80198
0.53,0.28,0.792079
0.53,0.29,0.782178
0.53,0.3,0.742574
0.53,0.31,0.811881
0.53,0.32,0.811881
0.53,0.33,0.762376
0.53,0.34,0.732673
0.53,0.35,0.762376
0.53,0.36,0.792079
0.53,0.37,0.60396
0.53,0.38,0.653465
0.53,0.39,0.60396
0.53,0.4,0.683168
0.53,0.41,0.653465
0.53,0.42,0.613861
0.53,0.43,0.613861
0.53,0.44,0.663366
0.53,0.45,0.633663
0.53,0.46,0.623762
0.53,0.47,0.554455
0.53,0.48,0.534653
0.53,0.49,0.554455
0.53,0.5,0.574257
0.53,0.51,0.544554
0.53,0.52,0.544554
0.53,0.53,0.544554
0.53,0.54,0.415842
0.53,0.55,0.49505
0.53,0.56,0.49505
0.53,0.57,0.50495
0.53,0.58,0.376238
0.53,0.59,0.524752
0.53,0.6,0.326733
0.53,0.61,0.445545
0.53,0.62,0.435644
0.53,0.63,0.386139
0.53,0.64,0.29703
0.53,0.65,0.336634
0.53,0.66,0.326733
0.53,0.67,0.316832
0.53,0.68,0.316832
0.53,0.69,0.316832
0.53,0.7,0.386139
0.53,0.71,0.287129
0.53,0.72,0.19802
0.53,0.73,0.306931
0.53,0.74,0.267327
0.53,0.75,0.19802
0.53,0.76,0.158416
0.53,0.77,0.217822
0.53,0.78,0.158416
0.53,0.79,0.207921
0.53,0.8,0.148515
0.53,0.81,0.29703
0.53,0.82,0.148515
0.53,0.83,0.168317
0.53,0.84,0.138614
0.53,0.85,0.138614
0.53,0.86,0.0990099
0.53,0.87,0.108911
0.53,0.88,0.0891089
0.53,0.89,0.0990099
0.53,0.9,0.108911
0.53,0.91,0.108911
0.53,0.92,0.118812
0.53,0.93,0.0792079
0.53,0.94,0.049505
0.53,0.95,0.049505
0.53,0.96,0.029703
0.53,0.97,0.029703
0.53,0.98,0.019802
0.53,0.99,0
0.54,0,1
0.54,0.01,1
0.54,0.02,0.990099
0.54,0.03,1
0.54,0.04,0.980198
0.54,0.05,0.970297
0.54,0.06,0.950495
0.54,0.07,0.970297
0.54,0.08,0.90099
0.54,0.09,0.940594
0.54,0.1,0.940594
0.54,0.11,0.920792
0.54,0.12,0.950495
0.54,0.13,0.910891
0.54,0.14,0.920792
0.54,0.15,0.930693
0.54,0.16,0.910891
0.54,0.17,0.930693
0.54,0.18,0.891089
0.54,0.19,0.910891
0.54,0.2,0.90099
0.54,0.21,0.920792
0.54,0.22,0.841584
0.54,0.23,0.90099
0.54,0.24,0.821782
0.54,0.25,0.811881
0.54,0.26,0.772277
0.54,0.27,0.821782
0.54,0.28,0.831683
0.54,0.29,0.732673
0.54,0.3,0.841584
0.54,0.31,0.752475
0.54,0.32,0.762376
0.54,0.33,0.792079
0.54,0.34,0.762376
0.54,0.35,0.742574
0.54,0.36,0.722772
0.54,0.37,0.693069
0.54,0.38,0.663366
0.54,0.39,0.60396
0.54,0.4,0.70297
0.54,0.41,0.554455
0.54,0.42,0.584158
0.54,0.43,0.574257
0.54,0.44,0.663366
0.54,0.45,0.594059
0.54,0.46,0.594059
0.54,0.47,0.623762
0.54,0.48,0.584158
0.54,0.49,0.514851
0.54,0.5,0.485149
0.54,0.51,0.465347
0.54,0.52,0.554455
0.54,0.53,0.564356
0.54,0.54,0.534653
0.54,0.55,0.50495
0.54,0.56,0.445545
0.54,0.57,0.455446
0.54,0.58,0.524752
0.54,0.59,0.425743
0.54,0.6,0.475248
0.54,0.61,0.405941
0.54,0.62,0.356436
0.54,0.63,0.425743
0.54,0.64,0.376238
0.54,0.65,0.346535
0.54,0.66,0.366337
0.54,0.67,0.247525
0.54,0.68,0.39604
0.54,0.69,0.346535
0.54,0.7,0.346535
0.54,0.71,0.336634
0.54,0.72,0.267327
0.54,0.73,0.267327
0.54,0.74,0.227723
0.54,0.75,0.257426
0.54,0.76,0.227723
0.54,0.77,0.158416
0.54,0.78,0.217822
0.54,0.79,0.29703
0.54,0.8,0.148515
0.54,0.81,0.118812
0.54,0.82,0.148515
0.54,0.83,0.158416
0.54,0.84,0.178218
0.54,0.85,0.148515
0.54,0.86,0.0891089
0.54,0.87,0.148515
0.54,0.88,0.118812
0.54,0.89,0.0594059
0.54,0.9,0.108911
0.54,0.91,0.0891089
0.54,0.92,0.0594059
0.54,0.93,0.0792079
0.54,0.94,0.0693069
0.54,0.95,0.019802
0.54,0.96,0.0594059
0.54,0.97,0.019802
0.54,0.98,0.00990099
0.54,0.99,0
0.55,0,1
0.55,0.01,1
0.55,0.02,0.990099
0.55,0.03,0.990099
0.55,0.04,0.990099
0.55,0.05,0.970297
0.55,0.06,0.980198
0.55,0.07,0.930693
0.55,0.08,0.940594
0.55,0.09,0.960396
0.55,0.1,0.920792
0.55,0.11,0.960396
0.55,0.12,0.90099
0.55,0.13,0.960396
0.55,0.14,0.891089
0.55,0.15,0.90099
0.55,0.16,0.891089
0.55,0.17,0.831683
0.55,0.18,0.90099
0.55,0.19,0.90099
0.55,0.2,0.891089
0.55,0.21,0.910891
0.55,0.22,0.831683
0.55,0.23,0.762376
0.55,0.24,0.792079
0.55,0.25,0.851485
0.55,0.26,0.792079
0.55,0.27,0.831683
0.55,0.28,0.80198
0.55,0.29,0.70297
0.55,0.3,0.742574
0.55,0.31,0.683168
0.55,0.32,0.722772
0.55,0.33,0.782178
0.55,0.34,0.792079
0.55,0.35,0.752475
0.55,0.36,0.792079
0.55,0.37,0.732673
0.55,0.38,0.70297
0.55,0.39,0.70297
0.55,0.4,0.712871
0.55,0.41,0.584158
0.55,0.42,0.574257
0.55,0.43,0.653465
0.55,0.44,0.663366
0.55,0.45,0.584158
0.55,0.46,0.653465
0.55,0.47,0.584158
0.55,0.48,0.524752
0.55,0.49,0.514851
0.55,0.5,0.60396
0.55,0.51,0.564356
0.55,0.52,0.514851
0.55,0.53,0.405941
0.55,0.54,0.514851
0.55,0.55,0.475248
0.55,0.56,0.514851
0.55,0.57,0.514851
0.55,0.58,0.39604
0.55,0.59,0.356436
0.55,0.6,0.524752
0.55,0.61,0.445545
0.55,0.62,0.346535
0.55,0.63,0.39604
0.55,0.64,0.326733
0.55,0.65,0.415842
0.55,0.66,0.366337
0.55,0.67,0.376238
0.55,0.68,0.267327
0.55,0.69,0.326733
0.55,0.7,0.316832
0.55,0.71,0.306931
0.55,0.72,0.267327
0.55,0.73,0.326733
0.55,0.74,0.336634
0.55,0.75,0.247525
0.55,0.76,0.207921
0.55,0.77,0.277228
0.55,0.78,0.178218
0.55,0.79,0.168317
0.55,0.8,0.247525
0.55,0.81,0.188119
0.55,0.82,0.207921
0.55,0.83,0.247525
0.55,0.84,0.19802
0.55,0.85,0.138614
0.55,0.86,0.128713
0.55,0.87,0.0891089
0.55,0.88,0.0990099
0.55,0.89,0.0990099
0.55,0.9,0.0990099
0.55,0.91,0.0693069
0.55,0.92,0.0693069
0.55,0.93,0.0990099
0.55,0.94,0.049505
0.55,0.95,0.029703
0.55,0.96,0.00990099
0.55,0.97,0.00990099
0.55,0.98,0.049505
0.55,0.99,0.00990099
0.56,0,1
0.56,0.01,1
0.56,0.02,1
0.56,0.03,0.990099
0.56,0.04,1
0.56,0.05,0.990099
0.56,0.06,0.970297
0.56,0.07,0.980198
0.56,0.08,0.970297
0.56,0.09,0.950495
0.56,0.1,0.940594
0.56,0.11,0.970297
0.56,0.12,0.930693
0.56,0.13,0.871287
0.56,0.14,0.930693
0.56,0.15,0.920792
0.56,0.16,0.90099
0.56,0.17,0.851485
0.56,0.18,0.90099
0.56,0.19,0.851485
0.56,0.2,0.871287
0.56,0.21,0.930693
0.56,0.22,0.891089
0.56,0.23,0.861386
0.56,0.24,0.90099
0.56,0.25,0.90099
0.56,0.26,0.811881
0.56,0.27,0.80198
0.56,0.28,0.831683
0.56,0.29,0.772277
0.56,0.3,0.653465
0.56,0.31,0.772277
0.56,0.32,0.782178
0.56,0.33,0.831683
0.56,0.34,0.732673
0.56,0.35,0.80198
0.56,0.36,0.821782
0.56,0.37,0.722772
0.56,0.38,0.60396
0.56,0.39,0.623762
0.56,0.4,0.70297
0.56,0.41,0.613861
0.56,0.42,0.633663
0.56,0.43,0.673267
0.56,0.44,0.683168
0.56,0.45,0.623762
0.56,0.46,0.594059
0.56,0.47,0.594059
0.56,0.48,0.653465
0.56,0.49,0.49505
0.56,0.5,0.534653
0.56,0.51,0.544554
0.56,0.52,0.514851
0.56,0.53,0.465347
0.56,0.54,0.534653
0.56,0.55,0.574257
0.56,0.56,0.415842
0.56,0.57,0.356436
0.56,0.58,0.425743
0.56,0.59,0.445545
0.56,0.6,0.405941
0.56,0.61,0.475248
0.56,0.62,0.435644
0.56,0.63,0.415842
0.56,0.64,0.386139
0.56,0.65,0.425743
0.56,0.66,0.336634
0.56,0.67,0.346535
0.56,0.68,0.376238
0.56,0.69,0.326733
0.56,0.7,0.247525
0.56,0.71,0.366337
0.56,0.72,0.267327
0.56,0.73,0.277228
0.56,0.74,0.316832
0.56,0.75,0.247525
0.56,0.76,0.247525
0.56,0.77,0.178218
0.56,0.78,0.188119
0.56,0.79,0.118812
0.56,0.8,0.207921
0.56,0.81,0.158416
0.56,0.82,0.0990099
0.56,0.83,0.0891089
0.56,0.84,0.118812
0.56,0.85,0.108911
0.56,0.86,0.138614
0.56,0.87,0.158416
0.56,0.88,0.0990099
0.56,0.89,0.0792079
0.56,0.9,0.138614
0.56,0.91,0.0594059
0.56,0.92,0.0693069
0.56,0.93,0.0792079
0.56,0.94,0.0693069
0.56,0.95,0.039604
0.56,0.96,0.0693069
0.56,0.97,0
0.56,0.98,0.029703
0.56,0.99,0.019802
0.57,0,1
0.57,0.01,1
0.57,0.02,0.970297
0.57,0.03,1
0.57,0.04,0.970297
0.57,0.05,0.960396
0.57,0.06,0.980198
0.57,0.07,0.990099
0.57,0.08,0.930693
0.57,0.09,0.980198
0.57,0.1,0.980198
0.57,0.11,0.930693
0.57,0.12,0.920792
0.57,0.13,0.940594
0.57,0.14,0.960396
0.57,0.15,0.950495
0.57,0.16,0.910891
0.57,0.17,0.910891
0.57,0.18,0.910891
0.57,0.19,0.881188
0.57,0.2,0.930693
0.57,0.21,0.841584
0.57,0.22,0.841584
0.57,0.23,0.851485
0.57,0.24,0.871287
0.57,0.25,0.841584
0.57,0.26,0.831683
0.57,0.27,0.821782
0.57,0.28,0.792079
0.57,0.29,0.841584
0.57,0.3,0.80198
0.57,0.31,0.792079
0.57,0.32,0.782178
0.57,0.33,0.752475
0.57,0.34,0.70297
0.57,0.35,0.742574
0.57,0.36,0.683168
0.57,0.37,0.732673
0.57,0.38,0.653465
0.57,0.39,0.613861
0.57,0.4,0.60396
0.57,0.41,0.623762
0.57,0.42,0.643564
0.57,0.43,0.653465
0.57,0.44,0.60396
0.57,0.45,0.613861
0.57,0.46,0.584158
0.57,0.47,0.643564
0.57,0.48,0.643564
0.57,0.49,0.574257
0.57,0.5,0.594059
0.57,0.51,0.633663
0.57,0.52,0.60396
0.57,0.53,0.584158
0.57,0.54,0.613861
0.57,0.55,0.465347
0.57,0.56,0.445545
0.57,0.57,0.465347
0.57,0.58,0.49505
0.57,0.59,0.514851
0.57,0.6,0.50495
0.57,0.61,0.445545
0.57,0.62,0.475248
0.57,0.63,0.386139
0.57,0.64,0.346535
0.57,0.65,0.39604
0.57,0.66,0.405941
0.57,0.67,0.366337
0.57,0.68,0.425743
0.57,0.69,0.366337
0.57,0.7,0.435644
0.57,0.71,0.316832
0.57,0.72,0.306931
0.57,0.73,0.326733
0.57,0.74,0.237624
0.57,0.75,0.257426
0.57,0.76,0.217822
0.57,0.77,0.217822
0.57,0.78,0.237624
0.57,0.79,0.217822
0.57,0.8,0.237624
0.57,0.81,0.19802
0.57,0.82,0.217822
0.57,0.83,0.188119
0.57,0.84,0.148515
0.57,0.85,0.128713
0.57,0.86,0.188119
0.57,0.87,0.0990099
0.57,0.88,0.188119
0.57,0.89,0.118812
0.57,0.9,0.128713
0.57,0.91,0.108911
0.57,0.92,0.0792079
0.57,0.93,0.0792079
0.57,0.94,0.0594059
0.57,0.95,0.049505
0.57,0.96,0.0792079
0.57,0.97,0.029703
0.57,0.98,0.00990099
0.57,0.99,0.039604
0.58,0,1
0.58,0.01,0.990099
0.58,0.02,1
0.58,0.03,0.990099
0.58,0.04,0.990099
0.58,0.05,0.970297
0.58,0.06,0.980198
0.58,0.07,0.960396
0.58,0.08,0.930693
0.58,0.09,0.970297
0.58,0.1,0.950495
0.58,0.11,0.970297
0.58,0.12,0.950495
0.58,0.13,0.990099
0.58,0.14,0.940594
0.58,0.15,0.930693
0.58,0.16,0.930693
0.58,0.17,0.851485
0.58,0.18,0.871287
0.58,0.19,0.90099
0.58,0.2,0.90099
0.58,0.21,0.831683
0.58,0.22,0.891089
0.58,0.23,0.851485
0.58,0.24,0.871287
0.58,0.25,0.871287
0.58,0.26,0.811881
0.58,0.27,0.792079
0.58,0.28,0.821782
0.58,0.29,0.742574
0.58,0.3,0.821782
0.58,0.31,0.80198
0.58,0.32,0.80198
0.58,0.33,0.811881
0.58,0.34,0.772277
0.58,0.35,0.811881
0.58,0.36,0.80198
0.58,0.37,0.722772
0.58,0.38,0.772277
0.58,0.39,0.712871
0.58,0.4,0.792079
0.58,0.41,0.683168
0.58,0.42,0.574257
0.58,0.43,0.643564
0.58,0.44,0.722772
0.58,0.45,0.613861
0.58,0.46,0.693069
0.58,0.47,0.693069
0.58,0.48,0.584158
0.58,0.49,0.564356
0.58,0.5,0.683168
0.58,0.51,0.594059
0.58,0.52,0.554455
0.58,0.53,0.594059
0.58,0.54,0.485149
0.58,0.55,0.564356
0.58,0.56,0.425743
0.58,0.57,0.49505
0.58,0.58,0.534653
0.58,0.59,0.415842
0.58,0.6,0.425743
0.58,0.61,0.465347
0.58,0.62,0.465347
0.58,0.63,0.465347
0.58,0.64,0.445545
0.58,0.65,0.366337
0.58,0.66,0.445545
0.58,0.67,0.356436
0.58,0.68,0.346535
0.58,0.69,0.346535
0.58,0.7,0.39604
0.58,0.71,0.277228
0.58,0.72,0.287129
0.58,0.73,0.346535
0.58,0.74,0.415842
0.58,0.75,0.336634
0.58,0.76,0.29703
0.58,0.77,0.168317
0.58,0.78,0.207921
0.58,0.79,0.257426
0.58,0.8,0.207921
0.58,0.81,0.257426
0.58,0.82,0.188119
0.58,0.83,0.19802
0.58,0.84,0.118812
0.58,0.85,0.188119
0.58,0.86,0.158416
0.58,0.87,0.138614
0.58,0.88,0.138614
0.58,0.89,0.128713
0.58,0.9,0.0891089
0.58,0.91,0.118812
0.58,0.92,0.039604
0.58,0.93,0.0594059
0.58,0.94,0.049505
0.58,0.95,0.049505
0.58,0.96,0.049505
0.58,0.97,0.019802
0.58,0.98,0.00990099
0.58,0.99,0.00990099
0.59,0,1
0.59,0.01,1
0.59,0.02,1
0.59,0.03,1
0.59,0.04,0.970297
0.59,0.05,0.990099
0.59,0.06,0.990099
0.59,0.07,0.950495
0.59,0.08,0.970297
0.59,0.09,0.970297
0.59,0.1,0.990099
0.59,0.11,0.980198
0.59,0.12,0.940594
0.59,0.13,0.950495
0.59,0.14,0.970297
0.59,0.15,0.910891
0.59,0.16,0.910891
0.59,0.17,0.930693
0.59,0.18,0.881188
0.59,0.19,0.881188
0.59,0.2,0.871287
0.59,0.21,0.920792
0.59,0.22,0.871287
0.59,0.23,0.910891
0.59,0.24,0.861386
0.59,0.25,0.80198
0.59,0.26,0.80198
0.59,0.27,0.792079
0.59,0.28,0.792079
0.59,0.29,0.881188
0.59,0.3,0.811881
0.59,0.31,0.752475
0.59,0.32,0.742574
0.59,0.33,0.80198
0.59,0.34,0.80198
0.59,0.35,0.841584
0.59,0.36,0.80198
0.59,0.37,0.772277
0.59,0.38,0.80198
0.59,0.39,0.732673
0.59,0.4,0.722772
0.59,0.41,0.683168
0.59,0.42,0.752475
0.59,0.43,0.683168
0.59,0.44,0.683168
0.59,0.45,0.693069
0.59,0.46,0.693069
0.59,0.47,0.623762
0.59,0.48,0.60396
0.59,0.49,0.663366
0.59,0.5,0.623762
0.59,0.51,0.574257
0.59,0.52,0.594059
0.59,0.53,0.514851
0.59,0.54,0.594059
0.59,0.55,0.564356
0.59,0.56,0.455446
0.59,0.57,0.50495
0.59,0.58,0.485149
0.59,0.59,0.49505
0.59,0.6,0.564356
0.59,0.61,0.475248
0.59,0.62,0.514851
0.59,0.63,0.39604
0.59,0.64,0.465347
0.59,0.65,0.39604
0.59,0.66,0.405941
0.59,0.67,0.425743
0.59,0.68,0.475248
0.59,0.69,0.316832
0.59,0.7,0.386139
0.59,0.71,0.366337
0.59,0.72,0.356436
0.59,0.73,0.39604
0.59,0.74,0.267327
0.59,0.75,0.326733
0.59,0.76,0.306931
0.59,0.77,0.227723
0.59,0.78,0.336634
0.59,0.79,0.277228
0.59,0.8,0.19802
0.59,0.81,0.207921
0.59,0.82,0.128713
0.59,0.83,0.178218
0.59,0.84,0.237624
0.59,0.85,0.168317
0.59,0.86,0.217822
0.59,0.87,0.108911
0.59,0.88,0.0990099
0.59,0.89,0.128713
0.59,0.9,0.128713
0.59,0.91,0.0990099
0.59,0.92,0.128713
0.59,0.93,0.0693069
0.59,0.94,0.0693069
0.59,0.95,0.039604
0.59,0.96,0.00990099
0.59,0.97,0.00990099
0.59,0.98,0.00990099
0.59,0.99,0.00990099
0.6,0,1
0.6,0.01,1
0.6,0.02,0.990099
0.6,0.03,0.990099
0.6,0.04,1
0.6,0.05,0.990099
0.6,0.06,0.970297
0.6,0.07,0.970297
0.6,0.08,0.970297
0.6,0.09,0.930693
0.6,0.1,0.970297
0.6,0.11,0.960396
0.6,0.12,0.920792
0.6,0.13,0.940594
0.6,0.14,0.930693
0.6,0.15,0.940594
0.6,0.16,0.910891
0.6,0.17,0.881188
0.6,0.18,0.950495
0.6,0.19,0.920792
0.6,0.2,0.881188
0.6,0.21,0.891089
0.6,0.22,0.930693
0.6,0.23,0.821782
0.6,0.24,0.811881
0.6,0.25,0.891089
0.6,0.26,0.871287
0.6,0.27,0.772277
0.6,0.28,0.851485
0.6,0.29,0.831683
0.6,0.3,0.752475
0.6,0.31,0.811881
0.6,0.32,0.742574
0.6,0.33,0.782178
0.6,0.34,0.752475
0.6,0.35,0.811881
0.6,0.36,0.782178
0.6,0.37,0.742574
0.6,0.38,0.722772
0.6,0.39,0.742574
0.6,0.4,0.762376
0.6,0.41,0.762376
0.6,0.42,0.80198
0.6,0.43,0.564356
0.6,0.44,0.683168
0.6,0.45,0.752475
0.6,0.46,0.663366
0.6,0.47,0.742574
0.6,0.48,0.633663
0.6,0.49,0.70297
0.6,0.5,0.653465
0.6,0.51,0.584158
0.6,0.52,0.60396
0.6,0.53,0.633663
0.6,0.54,0.613861
0.6,0.55,0.554455
0.6,0.56,0.633663
0.6,0.57,0.524752
0.6,0.58,0.60396
0.6,0.59,0.534653
0.6,0.6,0.544554
0.6,0.61,0.485149
0.6,0.62,0.475248
0.6,0.63,0.465347
0.6,0.64,0.39604
0.6,0.65,0.366337
0.6,0.66,0.405941
0.6,0.67,0.405941
0.6,0.68,0.475248
0.6,0.69,0.336634
0.6,0.7,0.415842
0.6,0.71,0.287129
