pa,pb,a wins
0,0,0.554455
0,0.01,0
0,0.02,0
0,0.03,0
0,0.04,0
0,0.05,0
0,0.06,0
0,0.07,0.00990099
0,0.08,0
0,0.09,0
0,0.1,0
0,0.11,0
0,0.12,0
0,0.13,0
0,0.14,0
0,0.15,0
0,0.16,0
0,0.17,0
0,0.18,0
0,0.19,0
0,0.2,0
0,0.21,0
0,0.22,0
0,0.23,0
0,0.24,0
0,0.25,0
0,0.26,0
0,0.27,0
0,0.28,0
0,0.29,0
0,0.3,0
0,0.31,0
0,0.32,0
0,0.33,0
0,0.34,0
0,0.35,0
0,0.36,0
0,0.37,0
0,0.38,0
0,0.39,0
0,0.4,0
0,0.41,0
0,0.42,0
0,0.43,0
0,0.44,0
0,0.45,0
0,0.46,0
0,0.47,0
0,0.48,0
0,0.49,0.00990099
0,0.5,0
0,0.51,0
0,0.52,0
0,0.53,0
0,0.54,0
0,0.55,0
0,0.56,0
0,0.57,0
0,0.58,0
0,0.59,0
0,0.6,0
0,0.61,0
0,0.62,0
0,0.63,0
0,0.64,0
0,0.65,0
0,0.66,0
0,0.67,0
0,0.68,0
0,0.69,0
0,0.7,0
0,0.71,0
0,0.72,0
0,0.73,0
0,0.74,0
0,0.75,0
0,0.76,0
0,0.77,0
0,0.78,0
0,0.79,0
0,0.8,0
0,0.81,0
0,0.82,0
0,0.83,0
0,0.84,0
0,0.85,0
0,0.86,0
0,0.87,0
0,0.88,0
0,0.89,0
0,0.9,0
0,0.91,0
0,0.92,0
0,0.93,0
0,0.94,0
0,0.95,0
0,0.96,0
0,0.97,0
0,0.98,0
0,0.99,0
0.01,0,1
0.01,0.01,0.524752
0.01,0.02,0.287129
0.01,0.03,0.227723
0.01,0.04,0.227723
0.01,0.05,0.168317
0.01,0.06,0.0990099
0.01,0.07,0.158416
0.01,0.08,0.0990099
0.01,0.09,0.0594059
0.01,0.1,0.0594059
0.01,0.11,0.029703
0.01,0.12,0.0990099
0.01,0.13,0.00990099
0.01,0.14,0.039604
0.01,0.15,0.039604
0.01,0.16,0.049505
0.01,0.17,0.029703
0.01,0.18,0.029703
0.01,0.19,0.019802
0.01,0.2,0.019802
0.01,0.21,0.049505
0.01,0.22,0
0.01,0.23,0.019802
0.01,0.24,0.00990099
0.01,0.25,0.00990099
0.01,0.26,0.019802
0.01,0.27,0.029703
0.01,0.28,0.019802
0.01,0.29,0
0.01,0.3,0.019802
0.01,0.31,0.029703
0.01,0.32,0.019802
0.01,0.33,0
0.01,0.34,0.00990099
0.01,0.35,0.00990099
0.01,0.36,0
0.01,0.37,0
0.01,0.38,0.00990099
0.01,0.39,0.00990099
0.01,0.4,0.019802
0.01,0.41,0.00990099
0.01,0.42,0.019802
0.01,0.43,0
0.01,0.44,0.00990099
0.01,0.45,0.019802
0.01,0.46,0.00990099
0.01,0.47,0.00990099
0.01,0.48,0
0.01,0.49,0
0.01,0.5,0
0.01,0.51,0.00990099
0.01,0.52,0
0.01,0.53,0
0.01,0.54,0
0.01,0.55,0.00990099
0.01,0.56,0.00990099
0.01,0.57,0.00990099
0.01,0.58,0
0.01,0.59,0
0.01,0.6,0
0.01,0.61,0
0.01,0.62,0
0.01,0.63,0
0.01,0.64,0
0.01,0.65,0.00990099
0.01,0.66,0
0.01,0.67,0
0.01,0.68,0.00990099
0.01,0.69,0.00990099
0.01,0.7,0
0.01,0.71,0
0.01,0.72,0
0.01,0.73,0
0.01,0.74,0
0.01,0.75,0
0.01,0.76,0
0.01,0.77,0
0.01,0.78,0
0.01,0.79,0
0.01,0.8,0
0.01,0.81,0
0.01,0.82,0
0.01,0.83,0
0.01,0.84,0
0.01,0.85,0
0.01,0.86,0
0.01,0.87,0
0.01,0.88,0
0.01,0.89,0
0.01,0.9,0
0.01,0.91,0
0.01,0.92,0
0.01,0.93,0
0.01,0.94,0
0.01,0.95,0
0.01,0.96,0
0.01,0.97,0
0.01,0.98,0
0.01,0.99,0
0.02,0,1
0.02,0.01,0.673267
0.02,0.02,0.465347
0.02,0.03,0.336634
0.02,0.04,0.435644
0.02,0.05,0.247525
0.02,0.06,0.29703
0.02,0.07,0.19802
0.02,0.08,0.227723
0.02,0.09,0.148515
0.02,0.1,0.188119
0.02,0.11,0.128713
0.02,0.12,0.118812
0.02,0.13,0.0990099
0.02,0.14,0.0990099
0.02,0.15,0.138614
0.02,0.16,0.0594059
0.02,0.17,0.029703
0.02,0.18,0.049505
0.02,0.19,0.0594059
0.02,0.2,0.0792079
0.02,0.21,0.0693069
0.02,0.22,0.0891089
0.02,0.23,0.049505
0.02,0.24,0.0693069
0.02,0.25,0.029703
0.02,0.26,0.00990099
0.02,0.27,0.029703
0.02,0.28,0.019802
0.02,0.29,0.039604
0.02,0.3,0.029703
0.02,0.31,0.029703
0.02,0.32,0.019802
0.02,0.33,0.0693069
0.02,0.34,0.029703
0.02,0.35,0.049505
0.02,0.36,0.00990099
0.02,0.37,0.029703
0.02,0.38,0.039604
0.02,0.39,0
0.02,0.4,0.039604
0.02,0.41,0.00990099
0.02,0.42,0.039604
0.02,0.43,0.019802
0.02,0.44,0.029703
0.02,0.45,0.049505
0.02,0.46,0.00990099
0.02,0.47,0.029703
0.02,0.48,0.00990099
0.02,0.49,0
0.02,0.5,0.00990099
0.02,0.51,0.00990099
0.02,0.52,0
0.02,0.53,0.029703
0.02,0.54,0.00990099
0.02,0.55,0
0.02,0.56,0.00990099
0.02,0.57,0.019802
0.02,0.58,0
0.02,0.59,0.029703
0.02,0.6,0
0.02,0.61,0.00990099
0.02,0.62,0.00990099
0.02,0.63,0
0.02,0.64,0
0.02,0.65,0
0.02,0.66,0
0.02,0.67,0.019802
0.02,0.68,0.029703
0.02,0.69,0.00990099
0.02,0.7,0
0.02,0.71,0.00990099
0.02,0.72,0
0.02,0.73,0
0.02,0.74,0
0.02,0.75,0
0.02,0.76,0.019802
0.02,0.77,0
0.02,0.78,0
0.02,0.79,0
0.02,0.8,0
0.02,0.81,0.00990099
0.02,0.82,0
0.02,0.83,0
0.02,0.84,0
0.02,0.85,0
0.02,0.86,0
0.02,0.87,0
0.02,0.88,0
0.02,0.89,0
0.02,0.9,0
0.02,0.91,0
0.02,0.92,0
0.02,0.93,0
0.02,0.94,0
0.02,0.95,0
0.02,0.96,0
0.02,0.97,0
0.02,0.98,0
0.02,0.99,0
0.03,0,1
0.03,0.01,0.792079
0.03,0.02,0.633663
0.03,0.03,0.514851
0.03,0.04,0.405941
0.03,0.05,0.386139
0.03,0.06,0.356436
0.03,0.07,0.306931
0.03,0.08,0.306931
0.03,0.09,0.247525
0.03,0.1,0.267327
0.03,0.11,0.178218
0.03,0.12,0.158416
0.03,0.13,0.158416
0.03,0.14,0.188119
0.03,0.15,0.148515
0.03,0.16,0.108911
0.03,0.17,0.108911
0.03,0.18,0.0990099
0.03,0.19,0.108911
0.03,0.2,0.029703
0.03,0.21,0.0594059
0.03,0.22,0.0891089
0.03,0.23,0.0792079
0.03,0.24,0.0594059
0.03,0.25,0.039604
0.03,0.26,0.0693069
0.03,0.27,0.029703
0.03,0.28,0.0594059
0.03,0.29,0.00990099
0.03,0.3,0.00990099
0.03,0.31,0.0693069
0.03,0.32,0.0693069
0.03,0.33,0.00990099
0.03,0.34,0.0594059
0.03,0.35,0.039604
0.03,0.36,0.0594059
0.03,0.37,0.039604
0.03,0.38,0.00990099
0.03,0.39,0.039604
0.03,0.4,0.049505
0.03,0.41,0.0693069
0.03,0.42,0.039604
0.03,0.43,0.029703
0.03,0.44,0.049505
0.03,0.45,0.049505
0.03,0.46,0.029703
0.03,0.47,0
0.03,0.48,0.019802
0.03,0.49,0.00990099
0.03,0.5,0.029703
0.03,0.51,0.00990099
0.03,0.52,0.029703
0.03,0.53,0.019802
0.03,0.54,0
0.03,0.55,0.019802
0.03,0.56,0.00990099
0.03,0.57,0
0.03,0.58,0.019802
0.03,0.59,0.019802
0.03,0.6,0.029703
0.03,0.61,0
0.03,0.62,0.00990099
0.03,0.63,0.00990099
0.03,0.64,0
0.03,0.65,0
0.03,0.66,0
0.03,0.67,0
0.03,0.68,0.00990099
0.03,0.69,0
0.03,0.7,0
0.03,0.71,0
0.03,0.72,0.00990099
0.03,0.73,0.019802
0.03,0.74,0.00990099
0.03,0.75,0.00990099
0.03,0.76,0
0.03,0.77,0
0.03,0.78,0
0.03,0.79,0
0.03,0.8,0
0.03,0.81,0
0.03,0.82,0
0.03,0.83,0
0.03,0.84,0
0.03,0.85,0
0.03,0.86,0.00990099
0.03,0.87,0
0.03,0.88,0
0.03,0.89,0
0.03,0.9,0
0.03,0.91,0
0.03,0.92,0
0.03,0.93,0
0.03,0.94,0
0.03,0.95,0
0.03,0.96,0
0.03,0.97,0
0.03,0.98,0
0.03,0.99,0
0.04,0,1
0.04,0.01,0.792079
0.04,0.02,0.70297
0.04,0.03,0.613861
0.04,0.04,0.594059
0.04,0.05,0.376238
0.04,0.06,0.39604
0.04,0.07,0.376238
0.04,0.08,0.39604
0.04,0.09,0.257426
0.04,0.1,0.217822
0.04,0.11,0.217822
0.04,0.12,0.227723
0.04,0.13,0.168317
0.04,0.14,0.168317
0.04,0.15,0.237624
0.04,0.16,0.158416
0.04,0.17,0.168317
0.04,0.18,0.138614
0.04,0.19,0.0990099
0.04,0.2,0.138614
0.04,0.21,0.128713
0.04,0.22,0.0891089
0.04,0.23,0.118812
0.04,0.24,0.0891089
0.04,0.25,0.0792079
0.04,0.26,0.0891089
0.04,0.27,0.0891089
0.04,0.28,0.0891089
0.04,0.29,0.0792079
0.04,0.3,0.029703
0.04,0.31,0.0990099
0.04,0.32,0.039604
0.04,0.33,0.0693069
0.04,0.34,0.0891089
0.04,0.35,0.0792079
0.04,0.36,0.0594059
0.04,0.37,0.0792079
0.04,0.38,0.0693069
0.04,0.39,0.0594059
0.04,0.4,0.0594059
0.04,0.41,0.049505
0.04,0.42,0.029703
0.04,0.43,0.049505
0.04,0.44,0.00990099
0.04,0.45,0.029703
0.04,0.46,0.0594059
0.04,0.47,0.00990099
0.04,0.48,0.019802
0.04,0.49,0.039604
0.04,0.5,0.0594059
0.04,0.51,0.019802
0.04,0.52,0.039604
0.04,0.53,0.039604
0.04,0.54,0.029703
0.04,0.55,0.00990099
0.04,0.56,0.019802
0.04,0.57,0.019802
0.04,0.58,0.019802
0.04,0.59,0.029703
0.04,0.6,0
0.04,0.61,0
0.04,0.62,0.019802
0.04,0.63,0
0.04,0.64,0.019802
0.04,0.65,0
0.04,0.66,0.00990099
0.04,0.67,0
0.04,0.68,0.00990099
0.04,0.69,0.00990099
0.04,0.7,0
0.04,0.71,0
0.04,0.72,0
0.04,0.73,0.00990099
0.04,0.74,0
0.04,0.75,0.00990099
0.04,0.76,0.00990099
0.04,0.77,0
0.04,0.78,0
0.04,0.79,0.00990099
0.04,0.8,0.00990099
0.04,0.81,0
0.04,0.82,0.00990099
0.04,0.83,0.00990099
0.04,0.84,0
0.04,0.85,0.00990099
0.04,0.86,0
0.04,0.87,0
0.04,0.88,0
0.04,0.89,0
0.04,0.9,0
0.04,0.91,0.00990099
0.04,0.92,0
0.04,0.93,0
0.04,0.94,0
0.04,0.95,0
0.04,0.96,0
0.04,0.97,0.00990099
0.04,0.98,0
0.04,0.99,0
0.05,0,1
0.05,0.01,0.881188
0.05,0.02,0.782178
0.05,0.03,0.643564
0.05,0.04,0.544554
0.05,0.05,0.49505
0.05,0.06,0.485149
0.05,0.07,0.415842
0.05,0.08,0.287129
0.05,0.09,0.306931
0.05,0.1,0.237624
0.05,0.11,0.326733
0.05,0.12,0.277228
0.05,0.13,0.277228
0.05,0.14,0.19802
0.05,0.15,0.257426
0.05,0.16,0.207921
0.05,0.17,0.118812
0.05,0.18,0.178218
0.05,0.19,0.128713
0.05,0.2,0.148515
0.05,0.21,0.108911
0.05,0.22,0.0594059
0.05,0.23,0.148515
0.05,0.24,0.118812
0.05,0.25,0.168317
0.05,0.26,0.138614
0.05,0.27,0.118812
0.05,0.28,0.118812
0.05,0.29,0.118812
0.05,0.3,0.138614
0.05,0.31,0.0792079
0.05,0.32,0.128713
0.05,0.33,0.128713
0.05,0.34,0.0693069
0.05,0.35,0.0891089
0.05,0.36,0.108911
0.05,0.37,0.0693069
0.05,0.38,0.0792079
0.05,0.39,0.049505
0.05,0.4,0.039604
0.05,0.41,0.029703
0.05,0.42,0.0891089
0.05,0.43,0.029703
0.05,0.44,0.019802
0.05,0.45,0.029703
0.05,0.46,0.0891089
0.05,0.47,0.00990099
0.05,0.48,0.039604
0.05,0.49,0.00990099
0.05,0.5,0.0594059
0.05,0.51,0.029703
0.05,0.52,0.019802
0.05,0.53,0.019802
0.05,0.54,0.029703
0.05,0.55,0.039604
0.05,0.56,0.029703
0.05,0.57,0.019802
0.05,0.58,0.00990099
0.05,0.59,0.019802
0.05,0.6,0.039604
0.05,0.61,0.019802
0.05,0.62,0.019802
0.05,0.63,0.00990099
0.05,0.64,0.029703
0.05,0.65,0.00990099
0.05,0.66,0.019802
0.05,0.67,0.019802
0.05,0.68,0.029703
0.05,0.69,0.019802
0.05,0.7,0
0.05,0.71,0.00990099
0.05,0.72,0.00990099
0.05,0.73,0
0.05,0.74,0.00990099
0.05,0.75,0.00990099
0.05,0.76,0.00990099
0.05,0.77,0.019802
0.05,0.78,0.00990099
0.05,0.79,0
0.05,0.8,0.00990099
0.05,0.81,0
0.05,0.82,0
0.05,0.83,0
0.05,0.84,0
0.05,0.85,0
0.05,0.86,0.00990099
0.05,0.87,0
0.05,0.88,0
0.05,0.89,0
0.05,0.9,0
0.05,0.91,0
0.05,0.92,0
0.05,0.93,0
0.05,0.94,0
0.05,0.95,0.00990099
0.05,0.96,0
0.05,0.97,0
0.05,0.98,0
0.05,0.99,0
0.06,0,1
0.06,0.01,0.871287
0.06,0.02,0.683168
0.06,0.03,0.643564
0.06,0.04,0.613861
0.06,0.05,0.50495
0.06,0.06,0.445545
0.06,0.07,0.425743
0.06,0.08,0.425743
0.06,0.09,0.376238
0.06,0.1,0.386139
0.06,0.11,0.326733
0.06,0.12,0.356436
0.06,0.13,0.306931
0.06,0.14,0.257426
0.06,0.15,0.247525
0.06,0.16,0.188119
0.06,0.17,0.237624
0.06,0.18,0.207921
0.06,0.19,0.138614
0.06,0.2,0.217822
0.06,0.21,0.237624
0.06,0.22,0.178218
0.06,0.23,0.158416
0.06,0.24,0.188119
0.06,0.25,0.128713
0.06,0.26,0.188119
0.06,0.27,0.168317
0.06,0.28,0.108911
0.06,0.29,0.148515
0.06,0.3,0.108911
0.06,0.31,0.118812
0.06,0.32,0.0891089
0.06,0.33,0.108911
0.06,0.34,0.0891089
0.06,0.35,0.0594059
0.06,0.36,0.0594059
0.06,0.37,0.0594059
0.06,0.38,0.049505
0.06,0.39,0.049505
0.06,0.4,0.039604
0.06,0.41,0.0792079
0.06,0.42,0.0594059
0.06,0.43,0.0693069
0.06,0.44,0.0693069
0.06,0.45,0.019802
0.06,0.46,0.0792079
0.06,0.47,0.039604
0.06,0.48,0.0594059
0.06,0.49,0.0792079
0.06,0.5,0.049505
0.06,0.51,0.029703
0.06,0.52,0.029703
0.06,0.53,0.039604
0.06,0.54,0.049505
0.06,0.55,0.0594059
0.06,0.56,0.039604
0.06,0.57,0.0594059
0.06,0.58,0
0.06,0.59,0.029703
0.06,0.6,0.00990099
0.06,0.61,0.029703
0.06,0.62,0
0.06,0.63,0.039604
0.06,0.64,0.019802
0.06,0.65,0.00990099
0.06,0.66,0.019802
0.06,0.67,0.019802
0.06,0.68,0.00990099
0.06,0.69,0
0.06,0.7,0
0.06,0.71,0.00990099
0.06,0.72,0.00990099
0.06,0.73,0.00990099
0.06,0.74,0
0.06,0.75,0.00990099
0.06,0.76,0.029703
0.06,0.77,0.00990099
0.06,0.78,0.00990099
0.06,0.79,0
0.06,0.8,0
0.06,0.81,0
0.06,0.82,0.019802
0.06,0.83,0
0.06,0.84,0
0.06,0.85,0
0.06,0.86,0.00990099
0.06,0.87,0
0.06,0.88,0
0.06,0.89,0
0.06,0.9,0
0.06,0.91,0.00990099
0.06,0.92,0
0.06,0.93,0
0.06,0.94,0
0.06,0.95,0
0.06,0.96,0
0.06,0.97,0
0.06,0.98,0
0.06,0.99,0
0.07,0,1
0.07,0.01,0.851485
0.07,0.02,0.841584
0.07,0.03,0.712871
0.07,0.04,0.60396
0.07,0.05,0.574257
0.07,0.06,0.514851
0.07,0.07,0.524752
0.07,0.08,0.465347
0.07,0.09,0.346535
0.07,0.1,0.376238
0.07,0.11,0.326733
0.07,0.12,0.346535
0.07,0.13,0.316832
0.07,0.14,0.306931
0.07,0.15,0.346535
0.07,0.16,0.336634
0.07,0.17,0.29703
0.07,0.18,0.277228
0.07,0.19,0.188119
0.07,0.2,0.237624
0.07,0.21,0.207921
0.07,0.22,0.217822
0.07,0.23,0.138614
0.07,0.24,0.168317
0.07,0.25,0.148515
0.07,0.26,0.168317
0.07,0.27,0.0990099
0.07,0.28,0.118812
0.07,0.29,0.158416
0.07,0.3,0.108911
0.07,0.31,0.0792079
0.07,0.32,0.118812
0.07,0.33,0.128713
0.07,0.34,0.0792079
0.07,0.35,0.0891089
0.07,0.36,0.108911
0.07,0.37,0.118812
0.07,0.38,0.0792079
0.07,0.39,0.0792079
0.07,0.4,0.0693069
0.07,0.41,0.108911
0.07,0.42,0.0792079
0.07,0.43,0.0792079
0.07,0.44,0.0792079
0.07,0.45,0.039604
0.07,0.46,0.039604
0.07,0.47,0.00990099
0.07,0.48,0.0594059
0.07,0.49,0.0792079
0.07,0.5,0.0594059
0.07,0.51,0.019802
0.07,0.52,0.049505
0.07,0.53,0.0792079
0.07,0.54,0.029703
0.07,0.55,0.00990099
0.07,0.56,0.019802
0.07,0.57,0.019802
0.07,0.58,0.00990099
0.07,0.59,0.049505
0.07,0.6,0.00990099
0.07,0.61,0.039604
0.07,0.62,0.029703
0.07,0.63,0.029703
0.07,0.64,0.00990099
0.07,0.65,0.019802
0.07,0.66,0
0.07,0.67,0.00990099
0.07,0.68,0.039604
0.07,0.69,0.019802
0.07,0.7,0.00990099
0.07,0.71,0.019802
0.07,0.72,0.039604
0.07,0.73,0.029703
0.07,0.74,0.039604
0.07,0.75,0
0.07,0.76,0
0.07,0.77,0
0.07,0.78,0
0.07,0.79,0.00990099
0.07,0.8,0.00990099
0.07,0.81,0
0.07,0.82,0.019802
0.07,0.83,0
0.07,0.84,0.019802
0.07,0.85,0
0.07,0.86,0.029703
0.07,0.87,0
0.07,0.88,0
0.07,0.89,0
0.07,0.9,0.00990099
0.07,0.91,0.00990099
0.07,0.92,0.00990099
0.07,0.93,0
0.07,0.94,0
0.07,0.95,0
0.07,0.96,0
0.07,0.97,0
0.07,0.98,0
0.07,0.99,0
0.08,0,1
0.08,0.01,0.90099
0.08,0.02,0.871287
0.08,0.03,0.693069
0.08,0.04,0.643564
0.08,0.05,0.524752
0.08,0.06,0.554455
0.08,0.07,0.60396
0.08,0.08,0.544554
0.08,0.09,0.475248
0.08,0.1,0.39604
0.08,0.11,0.425743
0.08,0.12,0.366337
0.08,0.13,0.39604
0.08,0.14,0.49505
0.08,0.15,0.306931
0.08,0.16,0.267327
0.08,0.17,0.207921
0.08,0.18,0.257426
0.08,0.19,0.277228
0.08,0.2,0.257426
0.08,0.21,0.237624
0.08,0.22,0.19802
0.08,0.23,0.267327
0.08,0.24,0.207921
0.08,0.25,0.128713
0.08,0.26,0.188119
0.08,0.27,0.178218
0.08,0.28,0.148515
0.08,0.29,0.148515
0.08,0.3,0.158416
0.08,0.31,0.138614
0.08,0.32,0.118812
0.08,0.33,0.138614
0.08,0.34,0.188119
0.08,0.35,0.0891089
0.08,0.36,0.0891089
0.08,0.37,0.0792079
0.08,0.38,0.0891089
0.08,0.39,0.0693069
0.08,0.4,0.118812
0.08,0.41,0.0693069
0.08,0.42,0.0693069
0.08,0.43,0.0693069
0.08,0.44,0.0792079
0.08,0.45,0.0693069
0.08,0.46,0.039604
0.08,0.47,0.0594059
0.08,0.48,0.0792079
0.08,0.49,0.049505
0.08,0.5,0.029703
0.08,0.51,0.049505
0.08,0.52,0.0792079
0.08,0.53,0.0891089
0.08,0.54,0.029703
0.08,0.55,0.108911
0.08,0.56,0.0693069
0.08,0.57,0.039604
0.08,0.58,0.049505
0.08,0.59,0.00990099
0.08,0.6,0.029703
0.08,0.61,0.0792079
0.08,0.62,0.029703
0.08,0.63,0.029703
0.08,0.64,0.029703
0.08,0.65,0.00990099
0.08,0.66,0.00990099
0.08,0.67,0.029703
0.08,0.68,0.019802
0.08,0.69,0.00990099
0.08,0.7,0.019802
0.08,0.71,0.029703
0.08,0.72,0.019802
0.08,0.73,0.019802
0.08,0.74,0.00990099
0.08,0.75,0.019802
0.08,0.76,0.00990099
0.08,0.77,0.029703
0.08,0.78,0.00990099
0.08,0.79,0
0.08,0.8,0.00990099
0.08,0.81,0.019802
0.08,0.82,0
0.08,0.83,0.019802
0.08,0.84,0
0.08,0.85,0.00990099
0.08,0.86,0
0.08,0.87,0.00990099
0.08,0.88,0
0.08,0.89,0
0.08,0.9,0.019802
0.08,0.91,0
0.08,0.92,0
0.08,0.93,0
0.08,0.94,0
0.08,0.95,0
0.08,0.96,0
0.08,0.97,0
0.08,0.98,0
0.08,0.99,0
0.09,0,1
0.09,0.01,0.90099
0.09,0.02,0.861386
0.09,0.03,0.742574
0.09,0.04,0.683168
0.09,0.05,0.594059
0.09,0.06,0.673267
0.09,0.07,0.524752
0.09,0.08,0.584158
0.09,0.09,0.514851
0.09,0.1,0.475248
0.09,0.11,0.485149
0.09,0.12,0.386139
0.09,0.13,0.425743
0.09,0.14,0.386139
0.09,0.15,0.356436
0.09,0.16,0.336634
0.09,0.17,0.356436
0.09,0.18,0.29703
0.09,0.19,0.257426
0.09,0.2,0.267327
0.09,0.21,0.287129
0.09,0.22,0.237624
0.09,0.23,0.257426
0.09,0.24,0.188119
0.09,0.25,0.178218
0.09,0.26,0.128713
0.09,0.27,0.168317
0.09,0.28,0.19802
0.09,0.29,0.178218
0.09,0.3,0.188119
0.09,0.31,0.138614
0.09,0.32,0.138614
0.09,0.33,0.178218
0.09,0.34,0.118812
0.09,0.35,0.128713
0.09,0.36,0.128713
0.09,0.37,0.188119
0.09,0.38,0.108911
0.09,0.39,0.0990099
0.09,0.4,0.148515
0.09,0.41,0.118812
0.09,0.42,0.138614
0.09,0.43,0.0792079
0.09,0.44,0.108911
0.09,0.45,0.158416
0.09,0.46,0.0693069
0.09,0.47,0.0792079
0.09,0.48,0.0990099
0.09,0.49,0.0693069
0.09,0.5,0.0594059
0.09,0.51,0.0594059
0.09,0.52,0.138614
0.09,0.53,0.049505
0.09,0.54,0.049505
0.09,0.55,0.0693069
0.09,0.56,0.0594059
0.09,0.57,0.128713
0.09,0.58,0.029703
0.09,0.59,0.039604
0.09,0.6,0.0693069
0.09,0.61,0.0693069
0.09,0.62,0.029703
0.09,0.63,0.039604
0.09,0.64,0
0.09,0.65,0.029703
0.09,0.66,0.019802
0.09,0.67,0.00990099
0.09,0.68,0.00990099
0.09,0.69,0.00990099
0.09,0.7,0.019802
0.09,0.71,0.039604
0.09,0.72,0
0.09,0.73,0.00990099
0.09,0.74,0.0693069
0.09,0.75,0.00990099
0.09,0.76,0.029703
0.09,0.77,0.00990099
0.09,0.78,0.019802
0.09,0.79,0.029703
0.09,0.8,0.00990099
0.09,0.81,0.00990099
0.09,0.82,0.00990099
0.09,0.83,0.00990099
0.09,0.84,0.00990099
0.09,0.85,0.00990099
0.09,0.86,0
0.09,0.87,0
0.09,0.88,0.00990099
0.09,0.89,0
0.09,0.9,0.00990099
0.09,0.91,0
0.09,0.92,0
0.09,0.93,0
0.09,0.94,0.00990099
0.09,0.95,0
0.09,0.96,0
0.09,0.97,0
0.09,0.98,0.00990099
0.09,0.99,0
0.1,0,1
0.1,0.01,0.930693
0.1,0.02,0.851485
0.1,0.03,0.792079
0.1,0.04,0.732673
0.1,0.05,0.792079
0.1,0.06,0.693069
0.1,0.07,0.465347
0.1,0.08,0.514851
0.1,0.09,0.564356
0.1,0.1,0.50495
0.1,0.11,0.524752
0.1,0.12,0.485149
0.1,0.13,0.386139
0.1,0.14,0.39604
0.1,0.15,0.376238
0.1,0.16,0.356436
0.1,0.17,0.39604
0.1,0.18,0.39604
0.1,0.19,0.257426
0.1,0.2,0.247525
0.1,0.21,0.306931
0.1,0.22,0.29703
0.1,0.23,0.287129
0.1,0.24,0.306931
0.1,0.25,0.267327
0.1,0.26,0.277228
0.1,0.27,0.207921
0.1,0.28,0.247525
0.1,0.29,0.207921
0.1,0.3,0.217822
0.1,0.31,0.128713
0.1,0.32,0.178218
0.1,0.33,0.128713
0.1,0.34,0.0891089
0.1,0.35,0.19802
0.1,0.36,0.138614
0.1,0.37,0.0594059
0.1,0.38,0.158416
0.1,0.39,0.108911
0.1,0.4,0.108911
0.1,0.41,0.108911
0.1,0.42,0.128713
0.1,0.43,0.118812
0.1,0.44,0.0792079
0.1,0.45,0.0792079
0.1,0.46,0.0792079
0.1,0.47,0.0891089
0.1,0.48,0.049505
0.1,0.49,0.0990099
0.1,0.5,0.0792079
0.1,0.51,0.0693069
0.1,0.52,0.019802
0.1,0.53,0.049505
0.1,0.54,0.039604
0.1,0.55,0.0693069
0.1,0.56,0.0594059
0.1,0.57,0.039604
0.1,0.58,0.0693069
0.1,0.59,0.0594059
0.1,0.6,0.0594059
0.1,0.61,0
0.1,0.62,0.029703
0.1,0.63,0.0594059
0.1,0.64,0.039604
0.1,0.65,0.019802
0.1,0.66,0.00990099
0.1,0.67,0.019802
0.1,0.68,0.019802
0.1,0.69,0.029703
0.1,0.7,0
0.1,0.71,0.029703
0.1,0.72,0.019802
0.1,0.73,0
0.1,0.74,0.00990099
0.1,0.75,0.00990099
0.1,0.76,0.029703
0.1,0.77,0.019802
0.1,0.78,0.019802
0.1,0.79,0.00990099
0.1,0.8,0.019802
0.1,0.81,0
0.1,0.82,0.019802
0.1,0.83,0.00990099
0.1,0.84,0.00990099
0.1,0.85,0.00990099
0.1,0.86,0.019802
0.1,0.87,0.00990099
0.1,0.88,0.019802
0.1,0.89,0
0.1,0.9,0
0.1,0.91,0
0.1,0.92,0.019802
0.1,0.93,0
0.1,0.94,0
0.1,0.95,0
0.1,0.96,0
0.1,0.97,0
0.1,0.98,0
0.1,0.99,0
0.11,0,1
0.11,0.01,0.920792
0.11,0.02,0.881188
0.11,0.03,0.821782
0.11,0.04,0.742574
0.11,0.05,0.732673
0.11,0.06,0.673267
0.11,0.07,0.653465
0.11,0.08,0.623762
0.11,0.09,0.633663
0.11,0.1,0.386139
0.11,0.11,0.465347
0.11,0.12,0.475248
0.11,0.13,0.524752
0.11,0.14,0.465347
0.11,0.15,0.435644
0.11,0.16,0.465347
0.11,0.17,0.356436
0.11,0.18,0.415842
0.11,0.19,0.277228
0.11,0.2,0.306931
0.11,0.21,0.316832
0.11,0.22,0.376238
0.11,0.23,0.287129
0.11,0.24,0.287129
0.11,0.25,0.247525
0.11,0.26,0.316832
0.11,0.27,0.227723
0.11,0.28,0.227723
0.11,0.29,0.158416
0.11,0.3,0.188119
0.11,0.31,0.19802
0.11,0.32,0.178218
0.11,0.33,0.178218
0.11,0.34,0.168317
0.11,0.35,0.158416
0.11,0.36,0.158416
0.11,0.37,0.118812
0.11,0.38,0.168317
0.11,0.39,0.0891089
0.11,0.4,0.178218
0.11,0.41,0.138614
0.11,0.42,0.0990099
0.11,0.43,0.118812
0.11,0.44,0.158416
0.11,0.45,0.0891089
0.11,0.46,0.0693069
0.11,0.47,0.118812
0.11,0.48,0.0990099
0.11,0.49,0.0990099
0.11,0.5,0.0990099
0.11,0.51,0.039604
0.11,0.52,0.049505
0.11,0.53,0.029703
0.11,0.54,0.0990099
